991 991.0
991 989.0
991 994.0
991 992.0
991 989.0
991 992.0
991 991.0
991 995.0
991 994.0
991 993.0
991 991.0
991 991.0
991 994.0
991 990.0
991 990.0
991 992.0
991 990.0
991 992.0
991 991.0
991 993.0
991 991.0
991 992.0
991 990.0
991 990.0
991 992.0
991 992.0
991 992.0
991 992.0
991 992.0
991 991.0
991 992.0
991 991.0
991 992.0
991 992.0
991 990.0
991 991.0
991 992.0
991 989.0
991 992.0
991 990.0
991 991.0
991 988.0
991 992.0
991 989.0
991 992.0
991 990.0
991 991.0
991 989.0
991 991.0
991 989.0
991 993.0
991 991.0
991 995.0
991 993.0
991 992.0
991 991.0
991 994.0
991 993.0
991 992.0
991 991.0
991 990.0
991 991.0
991 989.0
991 991.0
991 991.0
991 991.0
991 990.0
991 989.0
991 989.0
991 992.0
991 984.0
991 991.0
991 994.0
991 992.0
991 990.0
991 990.0
991 990.0
991 991.0
991 990.0
991 990.0
991 993.0
991 992.0
991 991.0
991 994.0
991 989.0
991 991.0
991 991.0
991 990.0
991 992.0
991 990.0
991 990.0
991 992.0
991 995.0
991 993.0
991 994.0
991 990.0
991 992.0
991 990.0
991 990.0
991 991.0
